,placename,shiver,sliver,speel,spelk,spell,spile,spill,splint,splinter,spool,longitude,latitude
159,Falkirk,0.05890505902740019,0.2432432432432433,0.5720720774114115,0.05303332883844581,0.01,0.01,0.01,0.2792792776966967,0.854376147661818,0.01,-3.7839131,56.00188000000001
160,Kingsbridge,0.01,0.11790392411790393,0.09243085495511884,0.01,0.011627294598066914,0.061135368366812215,0.01,0.09024744757884524,0.9495812766248304,0.23580784823580786,-3.777493,50.28395
161,Pitlochry,0.027942141624437363,0.34615385134615384,0.3618233635721748,0.025156835067106642,0.011378847995750068,0.01,0.01,0.17663817484235514,0.8914488572336408,0.1153846081153846,-3.729711,56.70436
162,Colwyn Bay,0.01,0.01,0.01,0.015094101511199944,0.022757698654150737,0.01,0.01,0.17663817484235514,0.955592761556054,0.01,-3.72764,53.29318000000001
163,Totnes,0.01,0.1148936131148936,0.01,0.01,0.033991283083689997,0.059574466357446815,0.01,0.01,0.9508685282957524,0.3446808393446808,-3.685797,50.43374
164,Grantown-on-Spey,0.02724359200690336,0.28124999578125,0.17638888365601846,0.029433497534770925,0.011094378393446677,0.01,0.01,0.12916666606388888,0.908594970978242,0.1125000091125,-3.609628,57.33041
165,Dumfries,0.02554086546320267,0.01,0.08268229252105036,0.17476139161270235,0.5408509034124532,0.16406250098437505,0.01,0.08072916628993056,0.5625189352654077,0.01,-3.60512,55.070859999999996
166,Whitehaven,0.01,0.01,0.24804687756315105,0.0643857758573114,0.4992469877653414,0.10937500065625001,0.01,0.04036458314496528,0.6933122028087002,0.01,-3.589233,54.5497
167,Dartmouth,0.01,0.1158798286158798,0.01,0.01,0.03428305367394248,0.060085830360514986,0.01,0.01,0.9504467568046878,0.3476394723476395,-3.578807,50.35252
168,Bridgend,0.01,0.06081081756081081,0.01,0.01,0.01,0.1891891971351352,0.5135135597297288,0.04654655144944942,0.9687949135258755,0.01,-3.576945,51.50429000000001
169,Paignton,0.01,0.1639676116639676,0.01,0.01,0.03233988587948751,0.056680162340080976,0.01,0.01,0.9439065854082074,0.4372469644372469,-3.564235,50.43508
170,Workington,0.01,0.01,0.16798942106922402,0.11679959314900495,0.5600019113571078,0.11111111266666668,0.01,0.041005291141975306,0.6197185619173943,0.01,-3.5427519999999997,54.64357
171,Llanidloes,0.023604552380321702,0.09747292959747292,0.1528279280792219,0.01,0.01,0.05054151230324908,0.01,0.111913357811071,0.9458135051854916,0.09747291609747293,-3.5401949999999998,52.44779000000001
172,Exeter,0.01,0.3360995913360996,0.01,0.01,0.03314502881894583,0.17427386304564318,0.01,0.01,0.9281375503862797,0.2240663852240664,-3.533899,50.71841
173,Torquay,0.01,0.21951220071951225,0.01,0.01,0.032471348927631184,0.05691057434146345,0.01,0.01,0.93898514828622,0.4390244014390245,-3.525315,50.46192
174,Thurso,0.027588443546425985,0.17088607817088608,0.1786216706790906,0.029806073810605464,0.011234811911466516,0.01,0.01,0.13080168872292544,0.9171813056281152,0.11392404311392405,-3.5220800000000003,58.59356999999999
175,Livingston,0.02958579970641785,0.4886877829886878,0.19155355164605334,0.04794596895212222,0.01,0.01,0.01,0.18702866179386626,0.8641659107955029,0.2443438982443439,-3.518068,55.90071
176,Rhyl,0.01,0.01,0.01,0.010062734733246596,0.022757698654150737,0.01,0.01,0.17663817484235514,0.9605268991609368,0.01,-3.4916339999999995,53.319140000000004
177,Tiverton,0.01,0.26892430676892426,0.08432935553807001,0.01,0.010608170405676465,0.22310757133864545,0.01,0.01,0.9448004684861764,0.10756972810756972,-3.491207,50.90205
178,Tiverton,0.01,0.26892430676892426,0.08432935553807001,0.01,0.010608170405676465,0.22310757133864545,0.01,0.01,0.9448004684861764,0.10756972810756972,-3.491207,50.90205
179,Minehead,0.01,0.058951962058951965,0.09243085495511884,0.01,0.01,0.061135368366812215,0.01,0.01,0.9848744176251296,0.01,-3.481152,51.20428
180,Dunfermline,0.029720282783754718,0.4295454574295454,0.2886363743159092,0.032109269716839216,0.01,0.01,0.5181818596363628,0.14090909400909088,0.8792928786775981,0.2454545432454545,-3.452151,56.07174000000001
181,Perth,0.028183025086717006,0.4073275894073276,0.2737068891616378,0.02537370460896253,0.011476942706556805,0.01,0.01,0.13362068404310345,0.8954898045141675,0.11637931511637932,-3.4308381000000003,56.39499
182,Prestatyn,0.01,0.057203388057203375,0.01,0.01,0.02256483488313844,0.01,0.01,0.17514124684934085,0.9608613836968288,0.01,-3.4076129999999996,53.33651
183,Builth Wells,0.01,0.01,0.08432935553807001,0.01,0.010608170405676465,0.05577689633466138,0.01,0.08233731194909254,0.9724002342430882,0.10756972810756972,-3.4045919999999996,52.15002
184,Braemar,0.01,0.3319672143319672,0.17349726295947174,0.019300654565076302,0.010912503381466414,0.01,0.01,0.12704918007377047,0.9195573350599834,0.11065574711065576,-3.3979439,57.00646999999999
185,Brecon,0.01,0.11392405661392405,0.01,0.01,0.01,0.2362869194177216,0.01,0.01,0.9658981642952942,0.11392404311392405,-3.391463,51.94895
186,Merthyr Tydfil,0.01,0.01,0.01,0.01,0.01,0.12389381274336288,0.5044247959115039,0.01,0.9846736345364462,0.01,-3.381646,51.74873
187,Llandrindod Wells,0.024306547767097075,0.01,0.07868649147976042,0.01,0.01,0.052044608312267655,0.01,0.07682775430813715,0.9656627435259864,0.10037174410037177,-3.377742,52.2417
188,Corwen,0.05272952785455239,0.05443548305443549,0.08534946188194442,0.01,0.0322094825662832,0.05645161233870968,0.01,0.0833333316111111,0.948788420115348,0.01,-3.369242,52.98005
189,Cockermouth,0.01,0.01,0.15974843331740046,0.13328376222167854,0.5727210737619957,0.15849057095094346,0.01,0.038993711484696006,0.5948044864571287,0.01,-3.367985,54.66326
190,Lockerbie,0.02448861776765729,0.01,0.07927589848585095,0.2425232002333111,0.4487613377360048,0.15730337094382024,0.01,0.038701619152725776,0.5416237544290048,0.01,-3.349008,55.12224000000001
191,Blairgowrie,0.027942141624437363,0.40384615540384616,0.1809116923694208,0.025156835067106642,0.011378847995750068,0.01,0.01,0.13247863371509971,0.9013171324434068,0.1153846081153846,-3.3378318,56.58941
192,Elgin,0.027130548545017074,0.2240663852240664,0.17565698264845547,0.02931136735744005,0.01104834382719881,0.01,0.01,0.12863070706639002,0.9137651066471092,0.11203320611203316,-3.318485,57.64945
193,Newtown,0.023519643918521984,0.0971223075971223,0.1522781874068746,0.01,0.01,0.05035970830215825,0.01,0.11151079181294962,0.9460083998684692,0.09712229409712228,-3.313106,52.51211
194,Ruthin,0.08105530717247787,0.05578511855578512,0.01,0.01,0.033008064734659635,0.01,0.01,0.1280991707355372,0.9475187182026092,0.01,-3.3103108,53.114869999999996
195,Ruthin,0.08105530717247787,0.05578511855578512,0.01,0.01,0.033008064734659635,0.01,0.01,0.1280991707355372,0.9475187182026092,0.01,-3.3103108,53.114869999999996
196,Sidmouth,0.01,0.26892430676892426,0.01,0.01,0.0318245085543788,0.11155377866932267,0.01,0.01,0.9402005844993148,0.21513942921513945,-3.2375599999999998,50.67865
197,Barrow-in-Furness,0.01,0.0579399075579399,0.6359084375710539,0.01,0.07999379368096618,0.01,0.01,0.044349064793037685,0.9157595442974372,0.01,-3.2188939999999997,54.10896999999999
198,Peebles,0.01,0.3616071393616071,0.2834821427626488,0.042047853957484144,0.01,0.12499999474999995,0.5089285938214281,0.18452381013888888,0.8659851972408085,0.2410714172410714,-3.1936419999999996,55.65306999999999
199,Edinburgh,0.01,0.4256756824256757,0.1906906924704705,0.021213331535378327,0.01,0.12612612675675675,0.5135135597297288,0.1861861851311311,0.8855812341359423,0.2432432432432433,-3.1882669999999997,55.95325
200,Cardiff,0.01,0.11790392411790393,0.01,0.01,0.01,0.061135368366812215,0.4978165580436688,0.04512372378942262,0.9697487197913242,0.11790392411790393,-3.17909,51.48158
201,Llangollen,0.052943008624440034,0.10931174110931173,0.0856950077188484,0.01,0.03233988587948751,0.056680162340080976,0.01,0.12550607241430498,0.9392321149490688,0.01,-3.1716599999999997,52.96921
202,Kirkcaldy,0.01,0.4295454574295454,0.19242424248838386,0.02675772535270263,0.01,0.12727272676363635,0.5181818596363628,0.14090909400909088,0.8845410645868048,0.2454545432454545,-3.158137,56.11682
203,Welshpool,0.023690075457507925,0.09782608959782607,0.15338164808494367,0.01,0.01,0.10144927860869568,0.01,0.11231883780917874,0.9498004176842446,0.01,-3.146407,52.66035
204,Mold,0.056124133634228114,0.0579399075579399,0.01,0.01,0.022855370003511847,0.01,0.01,0.17739627983881734,0.9554021388536869,0.01,-3.1419029999999997,53.1672
205,Mold,0.056124133634228114,0.0579399075579399,0.01,0.01,0.022855370003511847,0.01,0.01,0.17739627983881734,0.9554021388536869,0.01,-3.1419029999999997,53.1672
206,Taunton,0.02701843354467211,0.05578511855578512,0.08746555707047743,0.01,0.01,0.057851234347107414,0.01,0.01,0.9761447984364092,0.11157023711157024,-3.106849,51.01534
207,Wick,0.02679697585168301,0.1659836071659836,0.17349726295947174,0.028950981258944505,0.021825004100282232,0.01,0.01,0.12704918007377047,0.9148253660510088,0.11065574711065576,-3.093716,58.43894
208,John o' Groats,0.027588443546425985,0.17088607817088608,0.1786216706790906,0.029806073810605464,0.011234811911466516,0.01,0.01,0.13080168872292544,0.9171813056281152,0.11392404311392405,-3.0688997000000002,58.63734
209,Dalkeith,0.01,0.4276018084276017,0.19155355164605334,0.02130932005753872,0.01,0.12669683676018104,0.5158371076832579,0.18702866179386626,0.8850635162695495,0.2443438982443439,-3.066606,55.893119999999996
210,Oswestry,0.04861309553419415,0.10037174410037177,0.07868649147976042,0.01,0.029694987169631988,0.10408921662453532,0.01,0.11524163146220573,0.9356176729759588,0.01,-3.056412,52.85715
211,Blackpool,0.01,0.17456895917456894,0.01,0.01,0.12624636444682366,0.01,0.4913793201724136,0.04454023145881225,0.9104197994524476,0.11637931511637932,-3.0356748,53.81751
212,Birkenhead,0.02999294316920905,0.06192660606192659,0.01,0.01,0.01,0.01,0.01,0.04740061177879713,0.9841111186031132,0.01,-3.023009,53.389990000000004
213,Cupar,0.01,0.4073275894073276,0.2737068891616378,0.015224222294441559,0.011476942706556805,0.06034483036206899,0.4913793201724136,0.13362068404310345,0.9004664310072823,0.11637931511637932,-3.010137,56.32023
214,Southport,0.01,0.01,0.01,0.01,0.033991283083689997,0.11914893271489364,0.9702127125957458,0.08794325892293146,0.931215916522266,0.4595744794595744,-3.010113,53.64571
215,Bridgwater,0.01,0.05818965755818966,0.09123563677610158,0.01,0.011476942706556805,0.06034483036206899,0.01,0.01,0.9701398946645041,0.23275863023275864,-3.003632,51.12789
216,Langholm,0.023690075457507925,0.01,0.0766908134591384,0.3583208394513556,0.27977125946177217,0.15217391091304347,0.4130434237391315,0.03743960915861515,0.4980046386781892,0.01,-2.998913,55.153059999999996
217,Newport,0.01,0.22594142722594146,0.01,0.01,0.01,0.1171548147029289,0.01,0.043235699798233385,0.961352661467012,0.11297070011297068,-2.997664,51.58415
218,Axminster,0.05230769246863906,0.108000000108,0.08466666754155558,0.01,0.01,0.16800000100800005,0.01,0.01,0.9584347832512496,0.01,-2.9949369999999997,50.78273
219,Wrexham,0.05403687362780577,0.05578511855578512,0.01,0.01,0.04401075475464658,0.057851234347107414,0.01,0.08539945060146922,0.9475187182026092,0.01,-2.9924939999999998,53.04304000000001
220,Liverpool,0.02945253278293088,0.1216216216216216,0.01,0.01,0.011993922947327571,0.06306307037837842,0.01,0.1861861851311311,0.9531923702888137,0.01,-2.9915726,53.40837
221,Weston-super-Mare,0.01,0.1158798286158798,0.01,0.01,0.011427683670430623,0.01,0.01,0.08869813991940867,0.9603574054437504,0.2317596572317596,-2.977255,51.347409999999996
222,Dundee,0.01,0.40557939340557936,0.2725321814828326,0.020211843831018827,0.011427683670430623,0.060085830360514986,0.01,0.044349064793037685,0.9108042777073736,0.1158798151158798,-2.9707209999999997,56.462019999999995
223,Kirkwall,0.027588443546425985,0.17088607817088608,0.1786216706790906,0.029806073810605464,0.011234811911466516,0.01,0.01,0.13080168872292544,0.9171813056281152,0.11392404311392405,-2.9622491,58.984669999999994
224,Ambleside,0.01,0.01,0.5508054615249898,0.11817166271540605,0.17816992834309314,0.052044608312267655,0.423791799524164,0.01,0.7682236919888125,0.01,-2.961333,54.42874000000001
225,Orkney Islands,0.027588443546425985,0.17088607817088608,0.1786216706790906,0.029806073810605464,0.011234811911466516,0.01,0.01,0.13080168872292544,0.9171813056281152,0.11392404311392405,-2.9605206,58.980940000000004
226,Lyme Regis,0.051892552467361706,0.10714285810714286,0.08399471053461201,0.01,0.01,0.11111111266666668,0.01,0.01,0.9633464063637271,0.01,-2.936639,50.725159999999995
227,Carlisle,0.024580679306402092,0.01,0.07957392515559722,0.3009741104309625,0.4003985870793692,0.1578947309473684,0.01,0.038847112485380135,0.5051760240745735,0.01,-2.932931,54.892469999999996
228,Chester,0.049161365151265735,0.1522556326522556,0.01,0.01,0.010009963345658929,0.05263157231578943,0.01,0.07769423530409356,0.9565943678207632,0.01,-2.893075,53.19339
229,Forfar,0.01,0.39375000489375,0.17638888365601846,0.014716748767385462,0.011094378393446677,0.01,0.01,0.08611110726481483,0.9230273379048914,0.1125000091125,-2.889062,56.64356
230,Morecambe,0.01,0.10887096610887097,0.6827957162222225,0.01,0.10736494455026127,0.01,0.4596774028064519,0.0833333316111111,0.8882655389253636,0.01,-2.864968,54.074169999999995
231,Selkirk,0.01,0.2973568322973568,0.18649046376040146,0.031119116263710406,0.01,0.18502202711013216,0.502202593955948,0.18208516415026926,0.883015159296384,0.2378854712378855,-2.838524,55.55066
232,Galashiels,0.01,0.35526315185526314,0.18567252025194936,0.03098262842628207,0.01,0.1842105311052632,0.5,0.18128655248732944,0.8784642298981375,0.2368421102368421,-2.814449,55.62373
233,Lancaster,0.01,0.10931174110931173,0.6855600617507872,0.01,0.07545973371880417,0.01,0.4615384527692309,0.08367071494286997,0.9018365821938308,0.01,-2.8007399,54.046569999999996
234,St Andrews,0.01,0.2307692297307692,0.2713675279707978,0.015094101511199944,0.011378847995750068,0.059829056358974335,0.487179446256411,0.13247863371509971,0.9161195452580556,0.1153846081153846,-2.7967214,56.33978000000001
235,Hawick,0.0263647639272762,0.05443548305443549,0.17069892376388884,0.2136302241566284,0.15031092130530554,0.16935483701612902,0.01,0.12499999741666665,0.6787634532751543,0.01,-2.780914,55.42706
236,Bridport,0.05128204977317554,0.01,0.01,0.01,0.01,0.05490196632941181,0.01,0.01,0.9818887650142798,0.01,-2.758301,50.733579999999996
237,Shrewsbury,0.01,0.15458015715458015,0.01,0.01,0.01,0.01,0.01,0.07888040896522476,0.9691521434720444,0.01,-2.7553267999999997,52.7073
238,Penrith,0.023186031994418564,0.01,0.5254137162626084,0.2463228869867249,0.2549346324469521,0.09929078659574474,0.4042552779148944,0.036643022828999235,0.5987597632075786,0.01,-2.752708,54.6641
239,Kendal,0.01,0.05443548305443549,0.9388441018680559,0.0332313676527169,0.08589195617273915,0.01,0.9193548056129036,0.0833333316111111,0.8556763307335059,0.01,-2.74629,54.32801
240,Street,0.027942141624437363,0.01,0.01,0.01,0.011378847995750068,0.059829056358974335,0.01,0.044159541127255474,0.9703951743707026,0.1153846081153846,-2.7429189999999997,51.12468
241,Glastonbury,0.029189562397506343,0.01,0.01,0.01,0.011886833802789251,0.06250000437500003,0.01,0.04613095511805553,0.9690735159370276,0.1205357221205357,-2.718454,51.14743
242,Hereford,0.01,0.052734375052734365,0.01,0.013796951969423871,0.02080195782355589,0.01,0.01,0.08072916628993056,0.9594090257482664,0.10546875010546873,-2.715974,52.0564
243,Ludlow,0.01,0.11065573361065574,0.0867486420630693,0.01,0.010912503381466414,0.1147540946885246,0.46721314465573704,0.12704918007377047,0.9432169491869844,0.11065574711065576,-2.7139129,52.36775
244,Preston,0.026907247005868454,0.01,0.01,0.01,0.25202042792996826,0.34567901407407403,0.01,0.0850480139364426,0.8337011470152479,0.22222223122222226,-2.70309,53.7632
245,Whitchurch,0.0549450528613694,0.01,0.01,0.01,0.044750431103767904,0.11764705470588233,0.01,0.04341737013071893,0.9466366119360524,0.11344538711344535,-2.682045,52.96872
246,Wells,0.01,0.01,0.01,0.01,0.012102958489455522,0.01,0.01,0.046969701447474727,0.9842555577313148,0.01,-2.6445979,51.20935
247,Yeovil,0.05541068940126366,0.01,0.01,0.01,0.01,0.05932203235593219,0.01,0.01,0.9804306341189468,0.01,-2.633308,50.94206
248,Wigan,0.01,0.01,0.09123563677610158,0.01,0.01,0.9051724134310344,0.01,0.2672413784195402,0.8706063256717862,0.3491379183491379,-2.6325074,53.54506
249,Warrington,0.027357577007254084,0.11297071361297073,0.01,0.01,0.022281595425412897,0.1171548147029289,0.01,0.08647140992980007,0.9468599095171416,0.22594142722594146,-2.5969501,53.39004
250,Arbroath,0.01,0.17016806717016805,0.17787114300466847,0.01484041890530736,0.011187608441604626,0.0588235343529412,0.01,0.08683472992810458,0.9369342512164752,0.11344538711344535,-2.591543,56.55911
251,Bristol,0.028428093164394125,0.1173913021173913,0.09202898461763284,0.01,0.011576741513748445,0.12173912873043476,0.01,0.0449275351236715,0.9447804940903496,0.3521739063521739,-2.58791,51.45451
252,Guernsey,0.01,0.05869565105869565,0.01,0.01,0.02315348302749689,0.060869564365217385,0.01,0.01,0.9698802275187596,0.2347826042347826,-2.5852779999999997,49.46569
253,Ross-on-Wye,0.01,0.01,0.01,0.01,0.02017159659487567,0.01,0.01,0.15656565426936028,0.9650124788017392,0.01,-2.582446,51.91445
254,Jedburgh,0.025741975463821464,0.0531496080531496,0.08333333686111112,0.4357084672584452,0.020965753437952542,0.16535433699212604,0.4488189030236219,0.12204724743044615,0.5181635378834623,0.01,-2.5549369,55.47772
255,Sedbergh,0.01,0.05378486405378486,0.9276228474187692,0.04221537529737325,0.09547352832578697,0.01,0.9083664598326708,0.08233731194909254,0.8436014043501231,0.01,-2.5281740000000004,54.32363
256,Sedbergh,0.01,0.05378486405378486,0.9276228474187692,0.04221537529737325,0.09547352832578697,0.01,0.9083664598326708,0.08233731194909254,0.8436014043501231,0.01,-2.5281740000000004,54.32363
257,Nantwich,0.02867746354977681,0.01,0.09283626012597468,0.01,0.011678292345035821,0.06140351036842107,0.01,0.13596491436549704,0.9645520285673116,0.01,-2.524102,53.06718000000001
258,Banff,0.026687600466731083,0.2755102007755102,0.17278911095215413,0.019221876397594446,0.010867962562205942,0.01,0.01,0.12653061207619049,0.9198855848133628,0.1102040911102041,-2.524038,57.666509999999995
259,Dunbar,0.01,0.3568281933568281,0.18649046376040146,0.025932597278871983,0.01,0.12334802274008815,0.502202593955948,0.13656387569603526,0.8931877842598991,0.2378854712378855,-2.516737,56.00209
260,Cinderford,0.02615384623431953,0.01,0.01,0.01,0.02130120481132124,0.01,0.01,0.12399999942133333,0.9676714980843052,0.108000000108,-2.5009579,51.8253
261,Banchory,0.01,0.2789256197789256,0.17493113530762172,0.014595122491532381,0.011002687357336343,0.01,0.01,0.08539945060146922,0.9332056203562418,0.11157023711157024,-2.4909599,57.05386
262,Blackburn,0.01,0.01,0.01,0.01,0.5774422994228829,0.2248995993493976,0.01,0.01,0.7264225926350129,0.10843372810843374,-2.487529,53.748580000000004
263,Market Drayton,0.02701843354467211,0.05578511855578512,0.01,0.01,0.033008064734659635,0.01,0.01,0.08539945060146922,0.9618317005900414,0.11157023711157024,-2.483485,52.90355
264,Telford,0.01,0.1168831216168831,0.01,0.01,0.01,0.060606056363636335,0.4935064461298711,0.04473304112457914,0.9750089134298141,0.01,-2.4672611,52.67759
265,Montrose,0.01,0.28124999578125,0.08819445241134267,0.014716748767385462,0.011094378393446677,0.01,0.01,0.08611110726481483,0.9374597048315408,0.1125000091125,-2.4661150000000003,56.70692
266,Turriff,0.02679697585168301,0.2766393407766393,0.17349726295947174,0.019300654565076302,0.010912503381466414,0.01,0.01,0.12704918007377047,0.9195573350599834,0.11065574711065576,-2.4623,57.53893000000001
267,Weymouth,0.02564102815581856,0.05294118155294119,0.01,0.01,0.01,0.01,0.01,0.0405228794775599,0.986416602625444,0.01,-2.457621,50.61443
268,Crewe,0.028305026240938544,0.1168831216168831,0.09163058561351604,0.01,0.01,0.060606056363636335,0.01,0.1341991337070707,0.9600142614877022,0.01,-2.4438209,53.1004
269,Fortuneswell,0.01,0.05443548305443549,0.01,0.01,0.01,0.01,0.01,0.04166666580555555,0.9906888141536028,0.01,-2.4422189999999997,50.55919
270,Dorchester,0.02615384623431953,0.054000000054,0.01,0.01,0.01,0.05600000033600002,0.01,0.01,0.9861449277504164,0.01,-2.4411810000000003,50.71116
271,Alston,0.024673440460533658,0.01,0.07987421665870023,0.5553490098456638,0.16076380859055808,0.052830190316981135,0.4301886813962264,0.038993711484696006,0.3638866156307382,0.01,-2.438685,54.812169999999995
272,Kelso,0.01,0.1723404196723404,0.18014183952813234,0.21041819484159469,0.02266085538912667,0.1787233990723404,0.4851063562978729,0.17588652817919614,0.7101244093120863,0.2297872262297873,-2.432207,55.600030000000004
273,Wincanton,0.027942141624437363,0.0576923040576923,0.01,0.01,0.034136546649900804,0.11965812671794875,0.01,0.01,0.9605268991609368,0.01,-2.416007,51.05569000000001
274,Clitheroe,0.01,0.01,0.08746555707047743,0.01,0.5611371111398161,0.01,0.01,0.1280991707355372,0.7328222505070957,0.11157023711157024,-2.3930830000000003,53.8711
275,Sark,0.01,0.05578511855578512,0.01,0.01,0.02200537737732329,0.057851234347107414,0.01,0.01,0.9713738043072648,0.22314050122314047,-2.3666256000000003,49.43007
276,Bath,0.02679697585168301,0.11065573361065574,0.0867486420630693,0.01,0.01,0.01,0.46721314465573704,0.01,0.9716084168640244,0.11065574711065576,-2.3590167,51.38106
277,Kidderminster,0.01,0.11065573361065574,0.01,0.01,0.01,0.2868852437213115,0.01,0.08469944993806923,0.952680771745998,0.11065574711065576,-2.2496839,52.3886
278,Manchester,0.01,0.18080356968080355,0.2834821427626488,0.010511962900701086,0.023773664942927902,0.187499999125,0.01,0.3229166651597222,0.8866028147964783,0.2410714172410714,-2.2426305,53.48076
279,Burnley,0.01,0.01,0.08710561790009137,0.01,0.7122316425291664,0.05761316434567899,0.01,0.12757201573799726,0.6578994463513128,0.22222223122222226,-2.2405035,53.78929
280,Gloucester,0.01,0.01,0.01,0.01,0.01,0.05243445231460672,0.01,0.1161048677915106,0.9740541834928821,0.10112358610112357,-2.238156,51.86424
281,Newcastle-under-Lyme,0.01,0.10975609360975608,0.01,0.01,0.01,0.01,0.4634146647317066,0.16802168354923214,0.9671458135513692,0.01,-2.2273002,53.01321
282,Worcester,0.01,0.16735536916735536,0.01,0.01946016410693644,0.01,0.01,0.4710743245785135,0.01,0.9570607064608972,0.11157023711157024,-2.221575,52.19364
283,Trowbridge,0.01,0.058951962058951965,0.18486170991023768,0.01,0.023254589196133827,0.061135368366812215,0.01,0.01,0.9596649982080774,0.23580784823580786,-2.208853,51.31966
284,Shaftesbury,0.01,0.05648535005648534,0.01,0.01,0.033422391806794044,0.0585774003514644,0.01,0.01,0.9710144961002588,0.01,-2.198083,51.0046
285,Alderney,0.01,0.05601660305601658,0.01,0.01,0.01104834382719881,0.05809129234854775,0.01,0.04287690579990777,0.9760458501287596,0.11203320611203316,-2.1973557,49.715
286,Stoke-on-Trent,0.01,0.11111111561111113,0.01,0.01,0.01,0.01,0.4691357546172849,0.17009601753955192,0.9619888402011386,0.11111110211111108,-2.179404,53.002669999999995
287,Colne,0.01,0.01,0.0867486420630693,0.01,0.6438376462535064,0.01,0.01,0.12704918007377047,0.6971568698990243,0.11065574711065576,-2.176991,53.85564
288,Blandford Forum,0.01,0.058951962058951965,0.01,0.01,0.011627294598066914,0.01,0.01,0.09024744757884524,0.9747905805829474,0.01,-2.165353,50.85691
289,Rochdale,0.01,0.05947136105947135,0.18649046376040146,0.015559558131855203,0.2463245044019752,0.01,0.01,0.18208516415026926,0.8423247749012595,0.01,-2.1561,53.60971
290,Jersey,0.0263647639272762,0.01,0.01,0.01,0.02147298837752213,0.05645161233870968,0.01,0.04166666580555555,0.9674107918081424,0.2177419322177419,-2.13125,49.21444
291,Wolverhampton,0.01,0.01,0.01,0.01,0.01,0.06167400437004403,0.01,0.31864903984630444,0.9593096156048756,0.01,-2.12882,52.586969999999994
292,Stafford,0.01,0.1723404196723404,0.09007091976406617,0.020039828584726117,0.011330427694563334,0.11914893271489364,0.01,0.13191488838439716,0.931215916522266,0.01,-2.12066,52.80669
293,Macclesfield,0.02724359200690336,0.01,0.08819445241134267,0.01,0.02218875412424276,0.01,0.01,0.04305555879907405,0.9711352661467012,0.01,-2.119287,53.25866
294,Hexham,0.01,0.01,0.08893558208566768,0.9299995855174876,0.022375214220558645,0.01,0.4789916244201674,0.01,0.06856655884341548,0.01,-2.1121439,54.97266
295,Aberdeen,0.01,0.2789256197789256,0.17493113530762172,0.014595122491532381,0.011002687357336343,0.01,0.01,0.08539945060146922,0.9332056203562418,0.11157023711157024,-2.094278,57.149719999999995
296,Dudley,0.01,0.01,0.09709480300331297,0.01,0.01,0.2568807375412844,0.01,0.33180428245158,0.9364445898713879,0.01,-2.081112,52.51225
297,Cheltenham,0.02615384623431953,0.054000000054,0.01,0.01,0.01,0.112000000672,0.01,0.04133333314044444,0.9676714980843052,0.108000000108,-2.0782533,51.899390000000004
298,Bromsgrove,0.01,0.058951962058951965,0.01,0.01,0.01,0.061135368366812215,0.01,0.09024744757884524,0.9697487197913242,0.23580784823580786,-2.061906,52.33559
299,Skipton,0.01,0.05578511855578512,0.01,0.01,0.8912177638117138,0.01,0.01,0.08539945060146922,0.5992334912195788,0.01,-2.0162787,53.96285
300,Fraserburgh,0.02679697585168301,0.2766393407766393,0.17349726295947174,0.019300654565076302,0.010912503381466414,0.01,0.01,0.12704918007377047,0.9195573350599834,0.11065574711065576,-2.007631,57.69335
301,Berwick,0.02534287430874731,0.10465116310465117,0.1640826893621878,0.5202199562916093,0.04128140475566598,0.1627906989767442,0.01,0.08010335895951766,0.4271805112706393,0.01,-2.005395,55.77024
302,Poole,0.01,0.1158798286158798,0.01,0.01,0.01,0.01,0.01,0.17739627983881734,0.9702680540828128,0.01,-1.987248,50.71505
303,Walsall,0.01,0.01,0.09324522129686727,0.01,0.01,0.01,0.502202593955948,0.2276064629378365,0.9643959280866328,0.01,-1.9829189999999999,52.586209999999994
304,Cirencester,0.02625888008079656,0.05421686405421687,0.08500668887840246,0.01,0.010693375224921751,0.2248995993493976,0.4578312868433743,0.01,0.9489940524793192,0.10843372810843374,-1.968243,51.71849
305,Evesham,0.028183025086717006,0.11637931511637932,0.01,0.01,0.011476942706556805,0.01,0.01,0.01,0.9701398946645041,0.11637931511637932,-1.9467700000000001,52.09215
306,Buxton,0.05230769246863906,0.054000000054,0.08466666754155558,0.01,0.04260240962264247,0.01,0.01,0.04133333314044444,0.9584347832512496,0.01,-1.91483,53.259080000000004
307,Keighley,0.01,0.059210527559210524,0.09283626012597468,0.01,0.8174804481766036,0.06140351036842107,0.01,0.13596491436549704,0.6100728915351049,0.01,-1.9123580000000002,53.8678
308,Birmingham,0.02867746354977681,0.059210527559210524,0.27850878037792404,0.01,0.011678292345035821,0.06140351036842107,1.0,0.22660819060916176,0.9189762302380484,0.11842105511842105,-1.8904009999999998,52.48624
309,Bournemouth,0.01,0.1148936131148936,0.01,0.01,0.011330427694563334,0.01,0.01,0.13191488838439716,0.9705211400692384,0.01,-1.880769,50.719159999999995
310,Halifax,0.01,0.05869565105869565,0.01,0.01,0.7872184389107979,0.01,0.01,0.089855070247343,0.6235034212791741,0.3521739063521739,-1.8575400000000002,53.727019999999996
311,Salisbury,0.02679697585168301,0.1659836071659836,0.0867486420630693,0.01,0.010912503381466414,0.1147540946885246,0.01,0.01,0.9479488027370234,0.22131146722131148,-1.794472,51.06878
